age_op,age_th,edu_op,edu_th,hours_op,hours_th,gain_val,original_spd,selected_rows,selectivity,male_ratio,female_ratio,positive_rate,male_positive_rate,female_positive_rate,age_percentile,edu_percentile,hours_percentile,repair_age_op,repair_age_th,repair_edu_op,repair_edu_th,repair_hours_op,repair_hours_th,repair_gain_val,repair_spd,distance,delta_age,delta_edu,delta_hours,delta_gain
>=,56,<=,14,>=,42,0,0.2596536136376014,724,0.022235189336936825,0.8314917127071824,0.1685082872928177,0.3798342541436464,0.42358803986710963,0.16393442622950818,0.8856607598046743,0.9696262399803446,0.7135837351432696,>=,56,<=,12,>=,44,0,0.1990116801437556,0.19047619047619047,0,-2,2,0
>=,25,>=,2,>=,43,0,0.2319114473392173,7574,0.2326095635883419,0.8199102191708476,0.18008978082915236,0.38222867705307634,0.42399355877616746,0.19208211143695014,0.19689198734682595,0.00672583765854857,0.7182211848530451,>=,25,>=,2,>=,43,1,0.17218764126995167,1.0,0,0,0,1
<=,47,<=,14,>=,53,1,0.2333333333333334,231,0.007094376708332054,0.9090909090909091,0.09090909090909091,0.6883116883116883,0.7095238095238096,0.47619047619047616,0.7487177912226283,0.9696262399803446,0.8935229262000552,<=,47,<=,14,>=,50,1,0.14729556909651698,0.05660377358490566,0,0,-3,0
>=,46,>=,9,>=,40,0,0.3268113385522005,5449,0.16734744018918338,0.7434391631492017,0.25656083685079834,0.4031932464672417,0.48704023697852383,0.16022889842632332,0.7269739872854027,0.4531187617087927,0.7057522803353705,>=,45,>=,9,>=,41,1,0.19689612015018776,1.0467391304347826,-1,0,1,1
>=,31,<=,7,>=,30,1,0.2165775401069519,124,0.003808236847762661,0.8225806451612904,0.1774193548387097,0.31451612903225806,0.35294117647058826,0.13636363636363635,0.35195479254322654,0.11731826418107552,0.16108227634286415,>=,30,<=,7,>=,31,1,0.1931372549019608,0.06559139784946236,-1,0,1,0
<=,60,>=,8,>=,23,1,0.22177990487692145,2172,0.06670556801081048,0.7817679558011049,0.21823204419889503,0.6712707182320442,0.7196702002355713,0.4978902953586498,0.9283805779920764,0.13061638156076288,0.09265685943306409,<=,58,>=,8,>=,23,0,0.19998239740174106,1.0333333333333334,-2,0,0,-1
>=,33,>=,4,<=,48,0,0.2075602276987139,13740,0.4219772120020884,0.6496360989810771,0.35036390101892284,0.2526200873362445,0.32534169840914184,0.11778147071042792,0.40425662602499923,0.036792481803384416,0.8006510856546175,>=,32,>=,4,<=,47,0,0.1995788465216201,0.05113636363636363,-1,0,-1,0
>=,60,>=,2,>=,20,0,0.22963333630375027,1856,0.05700070636651208,0.6955818965517241,0.30441810344827586,0.2252155172413793,0.2951200619674671,0.06548672566371681,0.9283805779920764,0.00672583765854857,0.08992352814716993,>=,65,>=,2,>=,20,0,0.1915605198616196,0.08333333333333333,5,0,0,0
<=,49,>=,6,>=,29,1,0.21163844845932756,1725,0.05297748840637573,0.7692753623188405,0.23072463768115942,0.6301449275362319,0.678975131876413,0.46733668341708545,0.7831147692024201,0.08123214888977612,0.12579466232609562,<=,45,>=,6,>=,29,1,0.1948191115148974,0.08163265306122448,-4,0,0,0
>=,40,<=,15,<=,41,0,0.20476586770101535,8621,0.2647645956819508,0.634381162278158,0.365618837721842,0.23871940610138034,0.31358566465533005,0.10881979695431472,0.5871441294800528,0.9873161143699518,0.7068578974847209,>=,40,<=,15,<=,39,0,0.09936239334217069,0.04878048780487805,0,0,-2,0
>=,26,>=,10,>=,20,0,0.2744911849868747,12391,0.3805472804889285,0.6886449842627713,0.3113550157372286,0.3601000726333629,0.44556427985468183,0.17107309486780714,0.22100058352016216,0.6770369460397407,0.08992352814716993,>=,26,>=,12,>=,20,1,0.19432773109243695,1.2,0,2,0,1
<=,57,>=,8,>=,50,0,0.21404035847774888,4869,0.14953471944964836,0.8309714520435407,0.16902854795645922,0.3953583898131033,0.4315373208106772,0.2174969623329283,0.8966555081232149,0.13061638156076288,0.8881176868032309,<=,57,>=,8,>=,50,1,0.17696435693825008,1.0,0,0,0,1
>=,58,>=,9,<=,45,0,0.23491875709215576,1899,0.05832130462823623,0.6424433912585571,0.35755660874144285,0.24223275408109532,0.3262295081967213,0.09131075110456553,0.9078959491416111,0.4531187617087927,0.7807499769663094,>=,58,>=,9,<=,39,0,0.15200646377592245,0.13333333333333333,0,0,-6,0
>=,39,<=,16,>=,32,1,0.216446388682055,1536,0.04717299837228586,0.8229166666666666,0.17708333333333334,0.7259114583333334,0.7642405063291139,0.5477941176470589,0.562759129019379,1.0,0.1694051165504745,>=,37,<=,16,>=,30,1,0.1995861968624565,0.11378205128205128,-2,0,-2,0
<=,55,>=,1,>=,51,0,0.2257294172592769,2897,0.08897146893522927,0.8387987573351743,0.1612012426648257,0.3627890921643079,0.3991769547325103,0.1734475374732334,0.874420318786278,0.001566290961579804,0.8885169374404963,<=,54,>=,1,>=,50,0,0.19776174966437743,0.03778966131907308,-1,0,-1,0
>=,56,>=,1,>=,39,0,0.2528816531982204,2289,0.07029882374619945,0.7566622979467016,0.24333770205329838,0.30624726955002185,0.36778290993071594,0.11490125673249552,0.8856607598046743,0.001566290961579804,0.23841405362243173,>=,56,>=,1,>=,41,1,0.15000000000000002,1.0512820512820513,0,0,2,1
<=,54,>=,9,>=,23,1,0.21813054146113514,1960,0.060194711464635606,0.7770408163265307,0.2229591836734694,0.6637755102040817,0.7124097176625082,0.494279176201373,0.8615521636313381,0.4531187617087927,0.09265685943306409,<=,54,>=,9,>=,23,0,0.19462377495251298,1.0,0,0,0,-1
<=,45,>=,5,>=,51,0,0.20995420583273078,2204,0.0676883388102331,0.8366606170598911,0.16333938294010888,0.3312159709618875,0.36550976138828634,0.15555555555555556,0.7043395473112005,0.05257823776911028,0.8885169374404963,<=,45,>=,5,>=,50,0,0.18630461943996862,0.0196078431372549,0,0,-1,0
<=,54,>=,11,>=,29,0,0.2876713982114402,7544,0.23168821596388317,0.6858430540827147,0.31415694591728527,0.38759278897136795,0.47796675686122925,0.19029535864978903,0.8615521636313381,0.7194803599398053,0.12579466232609562,<=,54,>=,9,>=,29,0,0.19720469939341534,0.18181818181818182,0,-2,0,0
>=,36,>=,11,>=,40,1,0.21777409820888072,907,0.027855409846134948,0.836824696802646,0.1631753031973539,0.8511576626240352,0.8866930171277997,0.668918918918919,0.4859494487270047,0.7194803599398053,0.7057522803353705,>=,36,>=,11,>=,41,1,0.1471861471861472,0.025,0,0,1,0
>=,33,>=,8,>=,49,0,0.25175864316284785,3740,0.11486133718251897,0.8497326203208556,0.15026737967914439,0.4772727272727273,0.5151038388923852,0.26334519572953735,0.40425662602499923,0.13061638156076288,0.8015417216915942,>=,33,>=,8,>=,49,1,0.15694621518248808,1.0,0,0,0,1
>=,51,>=,9,>=,52,1,0.22720797720797714,121,0.00371610208531679,0.8925619834710744,0.10743801652892562,0.8181818181818182,0.8425925925925926,0.6153846153846154,0.8198765394183225,0.4531187617087927,0.8927551365130063,>=,51,>=,9,>=,53,1,0.17948717948717952,0.019230769230769232,0,0,1,0
>=,42,<=,10,>=,26,0,0.21379079414198654,6579,0.20205153404379472,0.6912904696762426,0.3087095303237574,0.23149414804681562,0.2974934036939314,0.08370260955194485,0.6359141304014004,0.6770369460397407,0.12201713706581493,>=,42,<=,9,>=,26,0,0.18482519069657288,0.1,0,-1,0,0
>=,34,>=,7,>=,56,0,0.25773754176586594,1570,0.0482171923466724,0.8617834394904459,0.13821656050955414,0.44331210191082804,0.4789356984478936,0.22119815668202766,0.4314670925340131,0.11731826418107552,0.9190749669850434,>=,34,>=,7,>=,57,1,0.1913310690603267,1.0178571428571428,0,0,1,1
>=,43,>=,1,>=,37,1,0.24610016420361247,1154,0.03544117195417831,0.854419410745234,0.14558058925476602,0.7400346620450606,0.7758620689655172,0.5297619047619048,0.6595620527625073,0.001566290961579804,0.2226282976567059,>=,42,>=,1,>=,41,1,0.18193362193362195,0.13136392206159647,-1,0,4,0
>=,41,>=,4,>=,56,0,0.2869491619491619,1090,0.03347563035533307,0.8587155963302753,0.14128440366972478,0.44770642201834865,0.48824786324786323,0.2012987012987013,0.6119590921654741,0.036792481803384416,0.9190749669850434,>=,41,>=,4,>=,56,1,0.1939306358381503,1.0,0,0,0,1
>=,39,<=,13,>=,21,0,0.24845461218124737,10945,0.3361383249900187,0.699223389675651,0.300776610324349,0.28277752398355416,0.3575068600548804,0.10905224787363305,0.562759129019379,0.9167101747489328,0.0906606062467369,>=,35,<=,12,>=,21,0,0.1950023269688453,0.1794871794871795,-4,-1,0,0
>=,38,<=,12,>=,49,0,0.24242935958642217,1810,0.05558797334234206,0.8513812154696132,0.14861878453038674,0.35138121546961326,0.38741077222582737,0.1449814126394052,0.5376984736341022,0.7522496237830534,0.8015417216915942,>=,37,<=,13,>=,49,1,0.19502931219552466,1.1096491228070176,-1,1,0,1
>=,45,>=,8,>=,44,0,0.3406631922803878,2320,0.07125088295814011,0.8228448275862069,0.1771551724137931,0.5017241379310344,0.5620743844944998,0.22141119221411193,0.7043395473112005,0.13061638156076288,0.7247320413992199,>=,45,>=,8,>=,44,1,0.19872899612236106,1.0,0,0,0,1
>=,28,<=,11,>=,25,1,0.2196210885938349,1197,0.03676177021590246,0.7969924812030075,0.20300751879699247,0.5371762740183793,0.5817610062893082,0.36213991769547327,0.2732717054144529,0.7194803599398053,0.12109578944135622,>=,28,<=,9,>=,25,1,0.1666344829361861,0.18181818181818182,0,-2,0,0
<=,50,>=,14,<=,52,0,0.33905193135446365,1292,0.03967937102668837,0.6888544891640866,0.3111455108359133,0.5270897832817337,0.6325842696629214,0.2935323383084577,0.8016031448665581,0.9696262399803446,0.8927551365130063,<=,49,>=,16,<=,52,0,0.18267374517374513,0.16285714285714284,-1,2,0,0
>=,48,<=,13,<=,49,0,0.21852477825909603,5324,0.16350849175393875,0.653831705484598,0.34616829451540193,0.22426746806912096,0.29991381786842863,0.08138903960933261,0.7653941832253309,0.9167101747489328,0.8015417216915942,>=,48,<=,12,<=,49,0,0.19340070078813143,0.07692307692307693,0,-1,0,0
>=,60,>=,5,>=,34,1,0.26518973459091905,241,0.007401492583151623,0.8049792531120332,0.1950207468879668,0.6390041493775933,0.6907216494845361,0.425531914893617,0.9283805779920764,0.05257823776911028,0.1714627929117656,>=,59,>=,5,>=,36,1,0.19268292682926824,0.07549019607843137,-1,0,2,0
<=,46,>=,3,>=,58,0,0.20748943815178184,1652,0.05073554252019287,0.8456416464891041,0.15435835351089588,0.33232445520581116,0.36435218324982105,0.1568627450980392,0.7269739872854027,0.01695279629004023,0.9204569884217315,<=,45,>=,3,>=,59,0,0.197636815920398,0.038980509745127435,-1,0,1,0
<=,54,>=,3,>=,56,1,0.25491051942383236,266,0.008169282270200546,0.8909774436090225,0.10902255639097744,0.7443609022556391,0.7721518987341772,0.5172413793103449,0.8615521636313381,0.01695279629004023,0.9190749669850434,<=,54,>=,3,>=,50,1,0.16004440361353545,0.10714285714285714,0,0,-6,0
>=,48,<=,16,>=,54,0,0.2580902586681343,747,0.022941555849021834,0.8460508701472557,0.1539491298527443,0.4444444444444444,0.48417721518987344,0.22608695652173913,0.7653941832253309,1.0,0.8947821012868156,>=,49,<=,16,>=,54,1,0.178921568627451,1.0208333333333333,1,0,0,1
>=,28,>=,7,<=,52,0,0.2133610544309796,17678,0.5429194435060348,0.6652901911980993,0.33470980880190065,0.26988347098088017,0.3412975087152453,0.12793645428426567,0.2732717054144529,0.11731826418107552,0.8927551365130063,>=,28,>=,7,<=,49,0,0.19672686502246634,0.057692307692307696,0,0,-3,0
>=,25,>=,11,<=,48,1,0.2262628043795386,797,0.024477135223119683,0.7314930991217063,0.2685069008782936,0.740276035131744,0.8010291595197255,0.5747663551401869,0.19689198734682595,0.7194803599398053,0.8006510856546175,>=,24,>=,12,<=,48,1,0.1944703324013669,0.13090909090909092,-1,1,0,0
>=,30,>=,7,>=,24,0,0.2476902684630146,17612,0.5408924787322257,0.7031001589825119,0.29689984101748806,0.31069725187372244,0.3842364532019704,0.13654618473895583,0.3246829028592488,0.11731826418107552,0.10039617947851724,>=,30,>=,6,>=,24,1,0.19951316833014543,1.1428571428571428,0,-1,0,1
>=,47,>=,3,>=,58,0,0.2907085691977357,639,0.019624704400970486,0.8528951486697965,0.14710485133020346,0.4287949921752739,0.47155963302752296,0.18085106382978725,0.7487177912226283,0.01695279629004023,0.9204569884217315,>=,47,>=,3,>=,58,1,0.1847290640394088,1.0,0,0,0,1
>=,37,>=,14,<=,59,0,0.3760037662969918,1367,0.04198274008783514,0.723482077542063,0.2765179224579371,0.6159473299195318,0.7199191102123357,0.3439153439153439,0.5122999907865238,0.9696262399803446,0.9206105463591413,>=,37,>=,14,<=,59,1,0.1543837688416001,1.0,0,0,0,1
<=,53,>=,13,>=,24,0,0.3062436824233074,5666,0.17401185467276803,0.6967878573949876,0.30321214260501234,0.4339922343805154,0.5268490374873354,0.22060535506402795,0.848806854826326,0.9167101747489328,0.10039617947851724,<=,53,>=,16,>=,24,0,0.15418994413407827,0.23076923076923078,0,3,0,0
>=,36,<=,13,>=,28,0,0.24127717496421802,12653,0.3885937164092012,0.7081324587054454,0.29186754129455467,0.28404330988698334,0.35446428571428573,0.1131871107500677,0.4859494487270047,0.9167101747489328,0.12557968121372193,>=,35,<=,12,>=,28,0,0.19681277491641616,0.1047008547008547,-1,-1,0,0
>=,59,>=,10,>=,37,0,0.3053892215568862,668,0.020515340437947237,0.75,0.25,0.42065868263473055,0.49700598802395207,0.19161676646706588,0.9187985626977059,0.6770369460397407,0.2226282976567059,>=,57,>=,10,>=,36,1,0.18668831168831168,1.0609253321117729,-2,0,-1,1
>=,39,>=,13,>=,22,0,0.3502495213765818,3385,0.10395872362642425,0.7630723781388479,0.23692762186115215,0.5627769571639586,0.645760743321719,0.2955112219451372,0.562759129019379,0.9167101747489328,0.092011916095943,>=,39,>=,13,>=,22,1,0.18609957730146265,1.0,0,0,0,1
